DELAY,RATE,MONTH,DAY,HOUR,TOPIC,UNIQUE USERS,THREAD,REPLYS,DEPTH,WIDTH,WORDS NUM,NUM QUESTION,NUM EXCLAMATION,COMPLEXITY,NUM COM E,FRAC E A,FRAC E C,QUESTION TL,EXCLAMATION TL,URL C,PUB TO APP,FC TO MIDNIGHT,DAY OF WEEK,WEEK OF MONTH,AUTHOR,Art Len,Art Neg,Art Pos,Art Hostile,20 Com Neg,20 Com Pos,20 Com Hostile,Art Sentiment Score,10 Com Sentiment Score,Volume
76,0.526315789,4,21,20,415,17,15,5,3,15,1064,12,2,4.6778,0,0,0,0,0,0,-1959,1320,5,4,39,697,17,25,18,34,37,30,0.999791,0.279266351,2.519827994
77,1.052631579,4,22,0,86,19,16,4,2,16,792,7,0,4.1241,5,0.0263,0.25,0,0,1,-1955,103,6,4,64,724,11,40,18,27,42,21,0.000956678,0.288413853,2.71432976
69,0.526315789,4,17,18,272,15,12,8,3,12,1241,8,3,4.9187,19,0.0741,0.1667,0,0,0,-2057,1203,1,4,131,979,30,45,30,61,61,26,0.346672,0.38916467,2.485721426
67,0.350877193,4,22,12,152,15,11,9,3,11,806,5,1,4.314,2,0,0,0,0,0,35,802,6,4,194,651,18,27,20,41,24,26,0.944516,0.323219283,2.041392685
64,0.526315789,4,22,12,86,16,11,9,3,11,504,6,0,3.8598,6,0.0323,0.2,0,0,0,24,827,6,4,478,1257,23,45,29,16,32,5,1,0.7947812,2.096910013
108,0.526315789,4,21,5,86,14,11,9,3,11,726,5,0,4.0862,10,0.1,0.375,0,0,1,-1975,414,5,4,108,972,32,38,11,34,19,20,1,0.444339062,2.826074803
96,0.15037594,4,22,11,86,16,15,5,3,15,1617,20,0,5.0613,52,0.1905,0.1379,0,0,1,-1945,756,6,4,393,276,2,5,1,81,51,52,0.999964,0.137023762,2.161368002
62,1.052631579,4,22,14,415,15,13,7,3,13,929,8,1,4.3673,20,0.0741,0.1333,1,0,1,-1941,936,6,4,505,309,13,2,4,29,30,17,0.0920118,0.301229933,2.562292864
33,1.052631579,4,22,8,65,17,11,9,3,11,1039,13,3,4.3342,33,0.3333,0.2,0,0,0,54,535,6,4,33,562,9,14,10,31,25,27,1,0.659699425,3.852113861
119,0.065789474,4,22,5,86,17,13,7,3,13,751,6,4,3.9366,4,0,0,1,0,0,51,440,6,4,491,866,17,38,14,17,41,23,0.94131,0.661988399,1.72427587
70,1.052631579,4,22,18,86,19,16,4,2,16,970,14,4,4.3328,26,0.1667,0.4118,1,0,0,64,1182,6,4,373,1144,33,36,20,35,26,31,0.998964,0.603384951,3.161667412
62,0.526315789,4,22,17,86,17,11,9,4,11,848,14,4,4.4337,26,0.4211,0.381,0,0,0,63,1134,6,4,146,803,25,26,20,10,30,18,0.0521009,0.537793566,2.963315511
64,0.526315789,4,22,17,152,20,15,5,3,15,625,12,1,4.3985,34,0.2414,0.4118,1,0,0,63,1087,6,4,393,580,25,8,6,28,21,25,0.845209,0.506147738,2.522444234
83,0.065789474,4,21,23,86,16,11,9,3,11,629,5,3,4.1227,5,0.2222,1,0,0,0,-1956,52,5,4,64,388,11,18,5,18,20,13,0.993141,0.317189733,1.77815125
90,0.15037594,4,22,18,432,18,14,6,2,14,694,3,2,4.1069,9,0.0909,0.1111,1,0,0,30,1196,6,4,523,249,5,11,3,21,39,20,0.440316,0.8599685,2.680335513
89,0.210526316,4,22,7,432,16,10,10,3,10,653,16,0,3.9614,9,0.1,0.375,0,0,0,69,566,6,4,287,736,25,8,7,17,12,16,0.135167,0.599373142,2.079181246
68,1.052631579,4,23,12,432,18,14,6,2,14,568,2,5,3.7139,14,0.1071,0.2727,0,0,0,-1919,836,7,4,131,840,35,37,30,22,31,20,0.999737,0.594930566,3.030599722
63,0.526315789,4,23,8,152,17,19,1,2,19,1249,9,0,5.0091,1,0,0,0,0,1,-1924,543,7,4,187,842,19,46,27,28,60,43,4.79E-06,0.64074352,2.977266212
84,0.15037594,4,23,11,86,19,13,7,3,13,426,3,4,3.5231,10,0.1667,0.6667,0,0,0,46,744,7,4,8,618,11,25,10,8,36,9,1,0.6759951,2.257678575
98,0.210526316,4,23,11,86,17,9,11,2,11,750,11,0,4.3994,4,0.0588,0.5,0,0,0,46,758,7,4,1,578,14,17,12,23,28,22,1,0.7896214,2.283301229
93,0.526315789,4,24,20,415,17,11,9,3,11,529,3,3,3.7699,3,0.05,0.5,0,0,0,80,1343,1,5,317,628,13,17,7,17,28,9,1,0.611023445,2.303196057
72,0.175438596,4,24,6,65,14,9,11,4,9,900,7,1,4.6578,8,0,0,0,0,1,10,457,1,5,1,498,6,12,8,18,31,22,1,0.517828796,2.178976947
98,0.526315789,4,23,7,65,17,13,7,3,13,823,4,4,4.0272,16,0.0175,0.0667,0,0,1,110,518,7,4,540,849,36,22,25,24,27,29,0.257002,0.605768125,2.472756449
88,0.526315789,4,22,11,58,19,14,6,5,14,427,5,2,3.6989,1,0.1667,1,0,0,0,90,748,6,4,499,368,11,8,9,13,40,11,0.999941,0.84808369,2.307496038
76,1.052631579,4,23,9,58,19,14,6,2,14,452,7,7,3.6666,3,0.0588,0.3333,0,0,0,112,616,7,4,1,489,12,16,12,4,12,8,0.764444,0.414309725,2.485721426
68,0.263157895,4,23,3,86,16,14,6,3,14,588,6,1,3.8121,12,0.1034,0.3,0,0,1,-1928,268,7,4,64,879,28,35,22,21,21,16,1,0.609903565,2.155336037
73,1.052631579,4,24,15,432,14,13,7,2,13,515,6,5,3.9048,8,0.125,0.375,0,0,0,-1892,1029,1,5,558,524,20,17,15,16,24,9,0.00333201,0.660758747,2.669316881
69,1.052631579,4,24,19,65,18,19,1,2,19,822,6,4,4.3478,8,0.1034,0.6,0,0,1,-1888,1263,1,5,558,851,20,32,20,37,55,23,0.00210636,0.452101009,2.844477176
64,1.052631579,4,24,22,152,20,19,1,2,19,1533,7,3,5.0094,6,0.0714,0.3333,0,0,1,2,1399,1,5,424,1027,53,24,31,62,41,58,0.532004,0.722013426,2.841984805
87,0.350877193,4,25,0,152,15,10,10,3,10,859,10,0,4.1457,2,0.0147,1,0,0,1,5,147,2,5,238,1380,59,39,41,34,20,35,0.982866,0.590000532,2.356025857
5,0.350877193,4,24,22,432,15,10,10,3,10,1290,11,3,4.977,23,0.0417,0.0667,1,0,1,2,1347,1,5,196,342,4,9,15,41,35,46,0.999579,0.751752147,2.243038049
79,0.350877193,4,25,5,86,20,14,6,3,14,1634,13,7,5.2798,8,0.0345,0.125,1,0,0,157,398,2,5,499,645,24,19,18,69,66,46,0.999304,0.507192305,3.05422991
72,1.052631579,4,25,3,65,19,15,5,3,15,600,6,3,4.0676,7,0.0588,0.4,0,0,0,-1881,253,2,5,64,949,7,36,25,25,32,23,0.923613,0.406245907,3.214578954
65,0.350877193,4,23,19,86,19,17,3,2,17,1298,7,2,4.839,16,0.2,0.25,0,0,0,-446,1224,7,4,64,418,15,10,4,41,47,28,0.999985,0.743615999,2.840733235
73,1.052631579,4,24,12,152,18,19,1,2,19,1290,4,3,4.8456,0,0,0,0,0,0,72,849,1,5,313,624,16,28,14,52,54,35,0.842851,0.169986415,2.861534411
84,0.526315789,4,22,14,86,15,9,11,5,9,543,5,0,3.6191,15,0.1481,0.3077,0,0,0,25,924,6,4,142,862,16,19,20,14,19,7,0.999997,0.554168369,2.139879086
74,0.15037594,4,26,10,86,16,10,10,3,10,491,6,0,3.6058,3,0.1111,0.3333,0,0,1,63,700,3,5,1,305,8,6,4,22,13,6,0.337765,0.441893763,2.170261715
