DELAY,RATE,MONTH,DAY,HOUR,TOPIC,UNIQUE USERS,THREAD,REPLYS,DEPTH,WIDTH,WORDS NUM,NUM QUESTION,NUM EXCLAMATION,COMPLEXITY,NUM COM E,FRAC E A,FRAC E C,QUESTION TL,EXCLAMATION TL,URL C,PUB TO APP,FC TO MIDNIGHT,DAY OF WEEK,WEEK OF MONTH,AUTHOR,Art Len,Art Neg,Art Pos,Art Hostile,20 Com Neg,20 Com Pos,20 Com Hostile,Art Sentiment Score,10 Com Sentiment Score,Volume
59,0.116959064,11,24,18,588,18,12,8,2,12,881,25,0,4.4127,7,0.125,0.1667,0,0,0,-52,1140,3,4,367,134,1,9,2,25,61,16,0.999978,0.63217144,2.545307116
33,0.023923445,11,26,19,234,13,9,11,5,9,1115,39,2,4.4897,26,0.5714,0.3077,0,0,1,-3,1195,5,4,1059,119,5,2,3,44,34,24,1,0.199088233,1.380211242
78,0.105263158,11,26,5,152,17,14,6,4,14,1247,29,1,4.7625,7,0,0,0,0,0,-16,408,5,4,1123,132,4,2,4,53,28,53,1,0.310076222,2.365487985
24,0.070175439,11,27,8,152,20,19,1,2,19,939,32,6,4.2758,5,0,0,0,0,1,-51,526,6,4,441,127,1,3,0,45,30,27,0.522129,0.480491496,2
251,0.015948963,11,27,11,152,16,17,3,2,17,1072,56,15,4.6331,3,0,0,1,0,0,-48,922,6,4,1033,105,0,4,1,21,32,33,0.982861,0.365711619,1.361727836
20,0.526315789,11,29,11,152,18,15,5,2,15,1038,29,2,4.2817,13,0.1667,0.0909,0,0,0,0,681,1,5,238,120,3,4,3,60,23,33,1,0.396026988,2.419955748
31,0.350877193,11,29,20,234,12,11,9,4,11,1375,55,3,4.8472,9,0,0,0,0,1,8,1235,1,5,691,95,5,1,4,72,47,64,0.999313,0.28107941,2.748962861
37,0.175438596,11,26,20,371,15,15,5,2,15,1229,22,7,4.7315,5,0,0,0,0,0,-63,1247,5,4,970,113,0,1,4,43,30,36,0.997808,0.212354456,1.991226076
13,1.052631579,12,1,19,371,14,13,7,3,13,1397,42,5,4.9385,5,0.6667,0.5,0,0,1,-1,1169,3,1,1,129,3,6,4,41,38,53,0.000596103,0.543509421,2.670245853
34,0.024479804,12,1,19,371,17,13,7,3,13,683,18,1,3.9831,14,0.2727,0.2143,0,0,0,-1,1185,3,1,1,145,9,4,8,19,24,20,0.00930551,0.413814267,1.491361694
131,0.526315789,11,29,19,588,6,5,15,5,6,758,47,0,4.2008,11,0,0,0,0,1,-50,1271,1,5,238,121,1,3,2,20,12,16,0.999905,0.476317227,1.929418926
105,0.036297641,11,30,4,588,14,14,6,3,14,759,27,4,4.1717,9,0,0,0,0,1,-40,400,2,5,146,89,0,2,1,18,29,19,0.972459,0.599639055,1.380211242
45,0.030959752,12,1,20,234,14,11,9,5,11,1085,52,1,4.5683,25,0.0625,0.0667,0,0,0,0,1299,3,1,389,144,1,4,3,38,34,49,0.00205766,0.248824557,1.84509804
416,0.08097166,12,2,4,234,15,13,7,3,13,1320,61,6,4.9215,12,0.3333,0.125,0,0,1,-28,713,4,1,1072,114,7,2,1,29,43,39,0.16282,0.464330606,1.602059991
88,0.015479876,11,30,18,234,16,16,4,2,16,601,22,7,3.9465,5,0.0455,0.2,1,0,0,-87,1179,2,5,104,450,12,21,7,16,15,18,3.29E-06,0.382125842,1.322219295
29,0.09569378,12,4,12,195,18,16,4,3,16,1004,50,8,4.6175,13,0,0,0,0,1,-3,757,6,1,122,112,5,1,4,26,36,40,0.999999,0.341244384,1.857332496
24,0.526315789,12,4,13,195,16,8,12,3,10,1017,38,3,4.5652,7,0,0,0,0,1,-2,843,6,1,283,115,2,1,1,44,24,45,0.219891,0.70848,2.36361198
16,0.350877193,12,4,20,195,14,12,8,3,12,757,23,1,4.0925,20,0.25,0.0526,0,0,0,10,1226,6,1,882,124,16,1,6,35,26,20,0.999387,0.54014648,3.071513805
90,0.027700831,12,3,19,195,12,9,11,4,9,1154,52,0,4.6851,65,0.1111,0.0227,0,0,1,-20,1258,5,1,495,113,5,3,3,46,50,37,0.451776,0.628647091,1.770852012
