DELAY,RATE,MONTH,DAY,HOUR,TOPIC,UNIQUE USERS,THREAD,REPLYS,DEPTH,WIDTH,WORDS NUM,NUM QUESTION,NUM EXCLAMATION,COMPLEXITY,NUM COM E,FRAC E A,FRAC E C,QUESTION TL,EXCLAMATION TL,URL C,PUB TO APP,FC TO MIDNIGHT,DAY OF WEEK,WEEK OF MONTH,AUTHOR,Art Len,Art Neg,Art Pos,Art Hostile,20 Com Neg,20 Com Pos,20 Com Hostile,Art Sentiment Score,10 Com Sentiment Score,Volume
43,0.058479532,1,29,1,65,16,10,10,3,10,889,33,3,4.4587,14,0.0444,0.3333,1,0,0,374,107,6,5,14,993,31,41,30,34,43,25,4.60E-05,0.487759994,1.886490725
59,0.263157895,1,29,0,65,15,14,6,2,14,657,27,13,3.9722,4,0.0345,0.3333,0,0,0,373,89,6,5,49,837,24,48,22,26,37,16,0.999993,0.273019554,2.667452953
45,1.052631579,1,29,14,150,13,7,13,4,7,428,25,2,3.4239,1,0,0,0,0,0,259,896,6,5,1,139,3,1,1,26,15,28,0.995868,0.519017226,2.587710965
29,0.131578947,1,31,0,589,16,9,11,3,9,247,11,3,2.9021,3,0.0323,0.3333,0,0,0,-1,64,1,6,1,607,11,6,10,10,6,7,0.379645,0.515916394,3.071513805
61,0.263157895,1,31,16,244,18,10,10,3,10,423,25,3,3.6257,1,0,0,0,0,0,118,1028,1,6,1,165,7,5,0,15,21,9,0.977647,0.426684639,2.201397124
134,0.070175439,2,1,9,65,15,10,10,3,10,861,35,2,4.4703,7,0.0667,0.4,1,0,0,-3889,695,2,1,70,976,19,51,19,26,43,26,2.95E-07,0.603583469,1.77815125
38,0.175438596,1,28,12,65,10,10,10,4,10,561,31,0,3.8577,5,0,0,0,0,0,-61,796,5,5,1,628,20,19,16,14,16,24,0.000274428,0.362686211,1.431363764
31,0.526315789,1,31,14,65,13,14,6,3,14,375,9,0,3.4978,5,0.2,0.6,0,0,0,-3908,910,1,6,1,322,17,15,5,3,16,13,0.999965,0.503414518,2.567026366
34,0.350877193,2,2,0,65,17,13,7,3,13,610,13,15,3.9634,7,0.093,0.5714,0,0,0,-3875,40,3,1,14,1008,25,44,12,16,34,20,0.0013499,0.522527698,2.960946196
38,1.052631579,2,1,23,65,17,11,9,2,11,329,15,5,3.2338,6,0.0833,0.4,0,0,0,-3875,9,2,1,49,664,10,33,16,10,13,8,0.00159786,0.357436941,2.965201701
1,1.052631579,2,2,0,290,14,11,9,3,11,406,9,2,3.4284,7,0,0,0,0,0,-3875,1,3,1,1,269,5,4,5,11,21,5,0.269986,0.297193101,2.245512668
